lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
247,Takumar 135mm F2.8 Bayonet,3,4,8.2,7.3,8.3,0,9.2,9,8,"65,455","Sat December 31, 2022",100% of reviewers,$45.33 ,8.57,"This is a manual, non-SMC Pentax lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes), but only Av and M exposure modes.",https://www.pentaxforums.com/lensreviews/data/46/Pentax_Takumar_Bayonet_135mm_F28.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-135mm-F2.8-Bayonet-Lens.html
248,Pentax-A 28-80mm F3.5-4.5,3,6,7.5,7.1,7.1,7,8.8,7,16,"83,491","Mon October 21, 2024",81% of reviewers,$23.20 ,6.71,The Pentax-A 28-80mm F3.5-4.5 is a manual focus zoom lens without SMC coating. Note that there is also a more expensive super multi coated version with more elaborate optics.,https://www.pentaxforums.com/lensreviews/data/47/Pentax-A_28-80mm_Zoom.jpg,https://www.pentaxforums.com/lensreviews/Pentax-A-28-80mm-F3.5-4.5-Zoom-Lens.html
249,Takumar-A 28-80mm F3.5-4.5,3,6,6.1,6.3,6.1,6.8,6.5,6.9,21,"94,201","Sat January 20, 2024",57% of reviewers,$24.41 ,5.33,This manual focus zoom lens is similar to its PENTAX-A series counterpart except it has a macro mode with a close focus distance of a mere 24 cm. Neither lens is SMC coated.,https://www.pentaxforums.com/lensreviews/data/47/Pentax_Takumar-A_Zoom_28-80mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-A-28-80mm-F3.5-4.5-Zoom-Lens.html
250,Pentax-F 28-80mm F3.5-4.5,4,6,7.5,7.3,6.3,7.1,9.1,7.5,10,"42,067","Sat June 5, 2021",90% of reviewers,$29.88 ,7.5,This is an autofocus zoom lens with the same optics as the PENTAX-A 28-80mm. Neither lens has SMC coating. The optical formula is much simplified as compared to the SMC coated version.,https://www.pentaxforums.com/lensreviews/data/47/Pentax-F_28-80mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-F-28-80mm-F3.5-4.5-Zoom-Lens.html
251,Takumar-F 28-80mm F3.5-4.5,4,6,7.2,5.8,6.4,6.6,7.8,4,7,"45,655","Mon October 8, 2018",57% of reviewers,$37.43 ,6.43,This autofocus zoom lens has no SMC coating and is identical to the PENTAX-F 28-80mm lens. It has a simpler optical construction with only 8 elements as compared to the SMC coated smc PENTAX-F version.,https://www.pentaxforums.com/lensreviews/data/47/Pentax_Takumar_F_28-80mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-F-28-80mm-F3.5-4.5-Zoom-Lens.html
252,Takumar-F 35-70mm F3.5-4.5,4,6,7.7,7.3,6.7,7.3,8.3,8,3,"18,201","Fri May 13, 2022",100% of reviewers,$45.00 ,7.33,"The Takumar-F 35-70mm is a 2x zoom lens similar to the SMC Pentax-F 35-70mm , though it lacks the SMC coating.",https://www.pentaxforums.com/lensreviews/data/47/takumarf_35-70.jpg,https://www.pentaxforums.com/lensreviews/takumar-f-35-70mm-f35-45.html
253,Pentax-A 70-200mm F4,3,6,7,5.5,7.5,0,5.5,7.5,6,"53,255","Sun November 26, 2017",100% of reviewers,$40.00 ,7,"The Pentax-A 70-200mm F4 is a budget zoom lens without SMC coating. It was launched in 1987 and re-released branded as Takumar-A two years later when Pentax decided to re-introduce the Takumar name for a K-mount budget line of lenses. It was also available under various third party names (Toyo-A, MC Finex, MC Cosmicar). It offers a macro mode at 200mm with nearly 1:3 magnification.",https://www.pentaxforums.com/lensreviews/data/47/Pentax_A_70-200mm_F4.jpg,https://www.pentaxforums.com/lensreviews/Pentax-A-70-200mm-F4-Zoom-Lens.html
254,Takumar-A 70-200mm F4 Macro,3,6,6.8,4.8,7,6.5,7.8,7,8,"61,751","Sat August 3, 2019",75% of reviewers,$25.25 ,6.63,This telephoto zoom lens has no SMC coating. It is a re-release of the PENTAX-A 70-200mm lens which was introduced in 1987. It has a macro mode at 200mm and can deliver nearly 1:3 reproduction at 200mm.,https://www.pentaxforums.com/lensreviews/data/47/IMG_4312.JPG,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-A-70-200mm-F4-Macro-Zoom-Lens.html
255,Pentax-F 70-200mm F4-5.6,4,6,8.3,7.8,8,7.3,9.6,5,9,"71,512","Wed November 17, 2021",100% of reviewers,$53.17 ,7.78,This is an autofocus zoom lens without SMC coating. It is identical to the TAKUMAR-F 70-200mm F4-5.6.,https://www.pentaxforums.com/lensreviews/data/47/Pentax-F_70-200mm_F4-5_6.jpg,https://www.pentaxforums.com/lensreviews/Pentax-F-70-200mm-F4-5.6-Zoom-Lens.html
256,Takumar-F 70-200mm F4-5.6,4,6,9,8.6,8.3,8.5,9.8,8.3,12,"52,037","Wed December 27, 2023",100% of reviewers,$67.82 ,8.45,This is an autofocus zoom lens without SMC coating. It is identical to the PENTAX-F 70-200mm F4-5.6.,https://www.pentaxforums.com/lensreviews/data/47/Takumar-F_70-210mm_F4_562.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-F-70-200mm-F4-5.6-Zoom-Lens.html
257,Takumar-A 70-210mm F4.5-5.6,3,6,9,8,8,0,9,10,1,"14,116","Thu December 18, 2014",100% of reviewers,$30.00 ,8,"The Takumar-A 70-210mm is a compact, budget-oriented telephoto zoom with close-up capabilities. Manual focus, auto aperture with no SMC coating. Unlike its A-series counterpart, this has variable aperture and a different optical formula.",https://www.pentaxforums.com/lensreviews/data/47/takumar_a_70-210mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-A-70-210mm-F4.5-5.6-Zoom-Lens.html
258,Takumar-F 70-210mm F4-5.6,4,6,8.7,8.5,8.3,8.8,9.6,7.7,14,"46,763","Mon March 1, 2021",100% of reviewers,$54.46 ,8.79,This is a budget version without SMC coating of the smc Pentax-F 70-210mm F4-5.6 zoom lens.,https://www.pentaxforums.com/lensreviews/data/47/Takumar-F_70-210mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-F-70-210mm-F4-5.6-Zoom-Lens.html
259,Takumar 80-200mm F4.5 Bayonet,4,6,8,6.7,8,0,8.7,7.3,5,"31,545","Sat February 16, 2013",80% of reviewers,$44.00 ,6.8,This is a non-SMC coated version of the Pentax-M (second version) 80-200mm lens. It was also marketed branded as CPC Phase 2.,https://www.pentaxforums.com/lensreviews/data/47/tak80-20045bayo2.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-80-200mm-F4.5-Bayonet-Zoom-Lens.html
260,SMC Takumar 15mm F3.5,8,1,9.9,9.4,8.6,0,9.3,9.6,9,"99,724","Sat January 2, 2021",100% of reviewers,"$1,135.67 ",9.78,"This extreme-wide-angle lens is optically identical to the K-mount version. It features open aperture metering and was produced in 1975, after the debut of the bayonet cameras.",https://www.pentaxforums.com/lensreviews/data/19/SMC_TAKUMAR_15_3_5_amick.jpg,https://www.pentaxforums.com/lensreviews/SMC-Takumar-15mm-F3.5.html
261,Fish-Eye-Takumar 17mm F11,8,1,0,0,0,0,0,0,0,"17,174","Sun January 7, 2007",No recommendations,N/A,N/A,"This flat ""pancake"" Fish-Eye-Takumar 17mm F11 lens has fixed focus, a field of view of 180 degrees, and covers the full 24x36mm format. The diaphragm is a perforated disc with perfectly circular openings. This was the first fisheye lens from Pentax, and also the first fisheye lens to become available in M42 mount. The Takumar 17mm F11 was quickly replaced by the 18mm F11 in 1963. We have no official information available from Pentax on this lens so the information presented here is third hand. Some collectors doubt that this lens was ever manufactured. If you have a picture of the lens or official information please contact a forum administrator.",,https://www.pentaxforums.com/lensreviews/Fish-Eye-Takumar-17mm-F11.html
262,S-M-C/Super Fish-Eye-Takumar 17mm F4,8,1,8.7,9,4.7,0,8.9,9.4,12,"108,411","Sat March 9, 2019",100% of reviewers,$245.00 ,8.91,"This fast fish-eye lens has an image circle that completely covers the 24x36mm full frame format. It features a 180-degree angle of view diagonally. It came in two variants with these engraved names (each pictured above): 1: Fish-Eye-Takumar 1:4/17 2: Super-Multi-Coated FISH-EYE-TAKUMAR 1:4/17 The first variant is referred to as Super-Takumar in Pentax brochures from the time even though the engraved name does not have the word ""Super"" in it. Many other resources also refer to this lens as Super-Takumar. One might think that there are three variants: Takumar, Super-, amd Super-Multi-Coated, but that is not the case per our research. There are only the above mentioned two variants with the first being referred to under two names. The first variant is worthy of the Super designation, though, since it has the auto-aperture feature. The Super-Multi-Coated version supports open aperture metering with the Spotmatic F, ES and ES II, and therefore might as well have been labeled SMC Takumar.",https://www.pentaxforums.com/lensreviews/data/19/SMC_Pentax_Fisheye_Takumar_17mm_F4.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Fish-Eye-Takumar-17mm-F4.html
263,Fish-Eye-Takumar 18mm F11,8,1,5.5,5.5,2.5,0,9.3,6,8,"49,733","Sat May 27, 2023",75% of reviewers,$158.29 ,6.38,"This lens has a field of view of 180 degrees and it covers the 24x36mm full frame image area. The aperture ring only has four positions (11, 16, 22, and 32). The diaphragm is a perforated disc with a perfectly circular opening for each of the four F-stop settings. The lens has fixed focus and thus no focusing ring.",https://www.pentaxforums.com/lensreviews/data/19/Pentax_Fisheye_Takumar_18mm_F11.jpg,https://www.pentaxforums.com/lensreviews/Fish-Eye-Takumar-18mm-F11.html
264,S-M-C/Super Takumar 20mm F4.5,8,1,8.9,7.6,7.8,0,9.9,9.4,15,"114,232","Sat February 25, 2023",100% of reviewers,$185.38 ,8.8,"This super wide angle lens exists in both Super-Multi-Coated and Super variants (each pictured). The filter size is 58mm, but Pentax at the time recommended 77mm filters with a step up ring so as to avoid vignetting. That's the reason that some sources claim the filter diameter of this lens to be 77mm.",https://www.pentaxforums.com/lensreviews/data/19/SMC_Takumar_20mm_F45.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Takumar-20mm-F4.5.html
265,S-M-C/Super Takumar 24mm F3.5,8,1,8.2,7.5,7.8,0,9,8.6,15,"167,213","Mon February 20, 2023",93% of reviewers,$112.25 ,8.69,This wide angle lens was produced in both Super-Multi-Coated (1st photo) and Super versions (2nd photo). They are optically identical.,https://www.pentaxforums.com/lensreviews/data/19/SMC_Pentax_Takumar_24mm_F35.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Takumar-24mm-F3.5.html
266,S-M-C/Super Takumar 28mm F3.5,8,2,8.4,8.3,7.1,0,9.3,9.1,58,"438,134","Mon March 4, 2024",93% of reviewers,$61.02 ,8.46,"The Super-Takumar came in two models over time with different optics. The first model has a 58 mm filter size with the optical design shown in the leftmost diagram whereas the second model has a 49 mm filter size and the optical design shown in the rightmost diagram. Also, the first model features a slightly differently designed distance scale than the second model. The final release of this lens was a Super-Multi-Coated model with improved coating but otherwise with the same optics as the second Super-Takumar model. The two versions of the first model differ as follows: The aperture of the early version goes to F22 whereas the later version bottoms out at F16. The aperture ring of the early version has fine ribs, the later one has coarse ribs. Pictured to the left is the first Super-Takumar model, early variant; in the center we show the second model of the Super-Takumar; to the right we have the Super-Multi-Coated variant. Super-Takumar, first model, early version (first picture above and fist lens diagram): Super-Takumar, first model, late version (see first lens diagram): Super-Takumar, second model (second piccture above and second lens diagram): Super-Multi-Coated Takumar (third picture above and second lens diagram):",https://www.pentaxforums.com/lensreviews/data/20/Pentax_Super_Takumar_28mm_F35_Early_Version.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Takumar-28mm-F3.5.html
267,S-M-C/Super Takumar 35mm F2,8,2,8.4,8.1,8.1,0,9.5,8.7,20,"244,003","Sun November 17, 2019",90% of reviewers,$110.88 ,8.4,"This is the faster version of the 35mm screwmount lens. Two models were made over time with different optics. The first model has a 67 mm filter size with the optical design shown in the rightmost diagram whereas the second model has a 49 mm filter size and the optical design shown in the leftmost diagram. Each model came in two versions with no change in optics between the versions. Super-Takumar, first model, early version (rightmost lens diagram): Super-Takumar 1:2/35, first model, late version (rightmost lens diagram and third photo): Super-Takumar, second model (second photo and leftmost lens diagram): Super-Multi-Coated Takumar (first photo and leftmost lens diagram):",https://www.pentaxforums.com/lensreviews/data/20/SMC_Pentax_Takumar_35mm_F2.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Takumar-35mm-F2.html
268,Auto Takumar 35mm F2.3,8,2,8.8,9.3,9.7,0,8.9,8.8,13,"123,594","Mon March 15, 2021",100% of reviewers,$171.25 ,9.23,"This early version of a fast 35mm M42 screwmount lens has a semi-automatic diaphragm. It closes automatically when the shutter button is pressed, but must then be opened manually.",https://www.pentaxforums.com/lensreviews/data/20/Takumar35mm.jpg,https://www.pentaxforums.com/lensreviews/Auto-Takumar-35mm-F2.3.html
269,S-M-C/Super/Auto Takumar 35mm F3.5,8,2,9.1,8.9,7.5,0,9,9.3,75,"406,723","Sun January 28, 2024",96% of reviewers,$52.17 ,8.99,"The 35mm F3.5 M42 screwmount lens was introduced in 1959 as an Auto-Takumar and the optical design remained unchanged all the way to a K-mount version ! The Auto-Takumar was followed by the Super-Takumar which came in three variants. Finally the 35mm F3.5 was released in a Super-Multi-Coated version. The 35mm F3.5 thus came in a total of five M42 versions plus the K-mount version! The three Super-Takumar versions can easily be distinguished from each other: First version: Smallest F-stop is F22. Second version: Smallest F-stop is F16 and the distance scale has no ""window"". Third version: The distance scale has a ""window"". The photos above are (left to right): Super-Takumar second version, Super-Takumar third version, Auto-Takumar, and Super-Multi-Coated Takumar. Auto-Takumar (third photo above): Super-Takumar, first (early) version, the smallest F-stop is F22: Super-Takumar, second version, the smallest F-stop is F16 (see leftmost photo above): Super-Takumar, third (late) version, has a distance scale ""window"" (second photo above): Super-Multi-Coated Takumar (last two photos):",https://www.pentaxforums.com/lensreviews/data/20/SMC_Pentax_Takumar_35mm_F35.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Auto-Takumar-35mm-F3.5.html
270,Takumar 35mm F4,8,2,9,9,9,0,10,8,3,"30,275","Sat February 10, 2018",100% of reviewers,$147.50 ,8.67,The first Japanese SLR wide angle lens. It was soon to be replaced with the very successful 1:3.5/35mm lens design.,https://www.pentaxforums.com/lensreviews/data/20/Takumar_M42_35mm_F4.jpg,https://www.pentaxforums.com/lensreviews/Takumar-35mm-F4.html
271,Super-Takumar 50mm F1.4 (8-element variant),8,3,9.3,8.6,9.3,0,9.5,9.6,41,"388,355","Mon April 24, 2023",100% of reviewers,$110.63 ,9.51,"The first version of the Super Takumar 50mm F1.4 had 8 lens elements. Notice the cemented triplet with curved surfaces - very difficult and expensive to manufacture and it's said Asahi lost money on every copy sold; hence it didn't last very long. This was meant as a Planar-killer and once its crown had been awarded by the press the simplified 7/6 version was quietly ushered in (before the 8/6 crippled Asahi's finances). This 8 element version can be identified on the location of the infrared focus mark: The mark is to the right of the numeral 4 on the DOF scale. This is nicely illustrated in the second image above. This 8 element version can also be identified on the slightly protruding rear lens element and on the stop down switch, which is marked A M (rather than Auto Man as on the later versions). Also, the early version never has a dot on the aperture ring at the f/2 position whereas the later versions may or may not have a dot.",https://www.pentaxforums.com/lensreviews/data/23/Super-Takumar_50_1_4_early.jpg,https://www.pentaxforums.com/lensreviews/Super-Takumar-50mm-F1.4-Early.html
272,SMC/S-M-C/Super Takumar 50mm F1.4,8,3,9.1,8.7,9.4,0,9.5,9.5,112,"954,136","Sat May 18, 2024",98% of reviewers,$78.98 ,9.38,"The Takumar 50mm F1.4 is a fast normal lens produced in two ""Super"" versions as well as two versions with Super-Multi-Coating. Some Super-Multi-Coated lenses with product code 37902 are labelled ""Multi-Coated Super-Takumar"", see the fourth photo above. Thanks to user chazthebiker for bringing this variant to our attention. The first ""Super"" version (introduced 1964) has 8 lens elements ( listed separately ). All subsequent versions (including K, M, F and FA K-mount versions) have 7 elements. The 7 element Takumars have the infrared focusing mark to the left of the numeral '4' on the DOF scale. The 8 element version has the mark to the right. Thanks to Laurentiu Cristofor for pointing this out. Super-Takumar 1:1.4/50, late model. Some have a white dot on the aperture ring at the f/2 position (first photo, product no. 37801): Super-Multi-Coated Takumar 1:1.4/50 (second photo): SMC TAKUMAR 1:1.4/50, rubberized focusing ring. Open aperture metering on Spotmatic F, ES and ESII (third photo):",https://www.pentaxforums.com/lensreviews/data/23/Pentax_Super-Takumar_50mm_F1_4.jpg,https://www.pentaxforums.com/lensreviews/SMC-S-M-C-Super-Takumar-50mm-F1.4.html
273,S-M-C/Super Macro-Takumar 50mm F4,8,3,9.8,9.6,8.7,0,9.3,9.5,37,"240,736","Wed January 24, 2024",100% of reviewers,$114.83 ,9.57,"This macro lens existed in both Macro-, Super- and Super-Multi-Coated variants. The Macro-Takumar was differently constructed compared to the later variants and went out to 1x magnification rather than the 0.5x of the later lenses. The optics are the same for all three variants. Variants: Macro-Takumar (second photo) Super-Macro-Takumar (first photo): Super-Multi-Coated MACRO-TAKUMAR (third, fourth and fifth photo)",https://www.pentaxforums.com/lensreviews/data/23/Super_Macro_Takumar_50mm_F4.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Super-Macro-Takumar-50mm-F4.html
274,SMC/S-M-C/Super-/Auto-/Takumar 55mm F1.8,8,3,9.2,8.8,9.2,0,9.5,9.7,88,"617,602","Thu April 11, 2024",99% of reviewers,$39.93 ,9.32,"This fast 55mm screwmount lens existed in several versions all with the same optical diagram. From the 1965 version, at least one of the glass elements is made from radioactive glass which yellows over time. While the optical diagram remained unchanged, tweaks to the optics (surface curvature, distance between elements) can't be precluded when Pentax switched glass type. Here is an overview of the variants that we're aware of: 1: Takumar 55mm F1.8 2: Auto-Takumar with semi-automatic diaphragm 3: Auto-Takumar with automatic diaphragm. The direction of the aperture ring was reversed as was the norm on early lenses 4: Auto-Takumar with automatic diaphragm. The direction of the aperture ring was reversed as was the norm on early lenses. This lens which has the Super-Takumar ""look"" except for the missing IR index mark was soon re-released as a Super-Takumar 5: Super-Takumar with fine ribs on the aperture ring and reversed direction of the aperture ring 6: Super-Takumar still with fine ribs on aperture ring, but the ring now turns the ""right"" way (has the F1.8 position to the right) as all later M42 lenses 7: Super-Takumar with coarse ribs on aperture ring 8: Super-Multi-Coated Takumar 9: SMC Takumar with open aperture metering Click here for a collage of the lens variants. 1: Takumar, the original variant: 2: Auto-Takumar, first version (4th photo above): 3: Auto-Takumar, early second version (3rd photo above). Despite the name Auto-Takumar this lens has a fully automatic diaphragm like the later Super-Takumar lenses. The aperture ring turns the opposite way compared to all later lenses: 4: Auto-Takumar, late second version. Despite the name Auto-Takumar this lens has a fully automatic diaphragm and looks like the later Super-Takumar. The aperture ring turns the opposite way compared to all later lenses: 5: Super-Takumar, first version. This version can be recognized on its fine ribs on aperture ring and that the smallest F-stop (F16) is to the right on the ring: 6: Super-Takumar, second version. This version can be recognized on its fine ribs on aperture ring and that the smallest F-stop (F16) is to the left on the ring: 7: Super-Takumar, latest version. This version has coarse ribs on aperture ring (last photo): 8: Super-Multi-Coated Takumar (1st photo above): 9: SMC Takumar (2nd photo above). This final version has a rubberized focus ring and open aperture metering with the Spotmatic F, ES and ESII:",https://www.pentaxforums.com/lensreviews/data/23/Super-Multi-Coated_TAKUMAR_55mm_F1_8.jpg,https://www.pentaxforums.com/lensreviews/SMC-S-M-C-Super-Auto-Takumar-55mm-F1.8.html
