lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
188,SMC Pentax-M 135mm F3.5,2,4,8.5,8.3,8.3,0,9.4,9.6,114,"465,387","Sat September 14, 2024",97% of reviewers,$47.36 ,8.59,The SMC-Pentax M 135mm F3.5 manual telephoto lens is slightly lighter than its K-series predecessor.,https://www.pentaxforums.com/lensreviews/data/27/SMC_Pentax-M_135mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-135mm-F3.5-Lens.html
189,SMC Pentax-M 150mm F3.5,2,4,8.9,8.6,8.9,0,9.8,9.4,20,"92,793","Tue October 15, 2024",100% of reviewers,$102.94 ,8.9,This lens is slightly faster than its K-series predecessor.,https://www.pentaxforums.com/lensreviews/data/27/SMC_Pentax_M_150mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-150mm-F3.5-Lens.html
190,SMC Pentax-M 200mm F4,2,4,8.7,8,8.5,0,9.3,9.3,67,"310,935","Mon July 22, 2024",94% of reviewers,$71.49 ,8.52,This is an extremely compact telephoto lens for its focal length.,https://www.pentaxforums.com/lensreviews/data/27/smc_pentax-M_200mm_F4_070106_62k_es80s2s0x800.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-200mm-F4-Lens.html
191,SMC Pentax-M* 300mm F4,2,4,10,8.9,9.8,0,9.7,9.8,13,"141,932","Mon August 5, 2024",100% of reviewers,$462.73 ,9.69,This compact 300mm lens is the only member of the M* series.,https://www.pentaxforums.com/lensreviews/data/27/SMC_Pentax_M-star_300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-Star-300mm-F4-Lens.html
192,SMC Pentax-M 400mm F5.6,2,5,8.6,4.8,6.8,0,8,9.2,11,"85,238","Thu July 25, 2024",100% of reviewers,$317.90 ,8.27,"This extreme-telephoto lens has a an A-series counterpart with a different optical formula whereas the ""K"" version is optically the same as the ""M"".",https://www.pentaxforums.com/lensreviews/data/27/SMC_Pentax-M_400mm_F56.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-400mm-F5.6-Lens.html
193,SMC Pentax-M Reflex 2000mm F13.5,2,5,0,0,0,0,0,0,0,"33,034","Sun January 7, 2007",No recommendations,N/A,N/A,The SMC Pentax-M Reflex 2000mm F13.5 lens is virtually identical to its original K version; it has the longest focal length ever produced by Pentax as well as fixed aperture due to the mirror lens design.,https://www.pentaxforums.com/lensreviews/data/27/SMC_Pentax-M_2000mm_Reflex_Mirror.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-2000mm-F13.5-Reflex-Lens.html
194,SMC Pentax-M 24-35mm F3.5,2,6,8.8,7.5,8,0,9.3,9.6,14,"94,327","Fri September 23, 2022",100% of reviewers,$128.17 ,8.79,This lens has a small yet useful focal range for wide angle shooting.,https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-M-24-35mm-Zoom.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-24-35-mm-F3.5-Zoom-Lens.html
195,SMC Pentax-M 24-50mm F4,2,6,6.3,7.5,8,0,10,6.5,7,"53,241","Tue November 2, 2021",57% of reviewers,$95.00 ,7.5,"The M 24-50mm is a fixed-aperture, manual focus zoom lens with 2 separate rings for zooming and focusing. On an APS-C camera the range is a versatile moderate wide angle to short tele.",https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-M_24-50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-24-50mm-F4-Zoom-Lens.html
196,SMC Pentax-M 28-50mm F3.5-4.5,2,6,8.6,8.6,7.7,0,8.3,9.4,14,"79,841","Fri November 29, 2019",93% of reviewers,$62.50 ,8.14,This lens succeeded its original K version. The two versions have the same optics.,https://www.pentaxforums.com/lensreviews/data/41/SMC-Pentax_M_28-50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-28-50mm-F3.5-4.5-Zoom-Lens.html
197,SMC Pentax-M 35-70mm F2.8-3.5,2,6,9.5,9,9,0,8.5,9.5,29,"171,863","Mon April 1, 2024",100% of reviewers,$77.74 ,9.21,This lens has an aperture range faster than that of all of its successors.,https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-M_35-70mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-35-70mm-F2.8-3.5-Zoom-Lens.html
198,SMC Pentax-AF 35-70mm F2.8,2,6,8.7,8.3,8,0,6.7,7.3,7,"77,708","Fri December 20, 2019",100% of reviewers,$113.17 ,8.57,"The SMC Pentax-AF 35-70mm was the first autofocus lens from Pentax. The autofocus motor is built into the lens which also has room for 4 AAA type batteries. This first generation autofocus technology only works with the PENTAX ME-F camera. On all other bodies, the lens functions like an M-series lens which is why we list it in this section for M-lenses. No other smc PENTAX-AF lens was ever made available.",https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-AF_35-70mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-AF-35-70mm-F2.8-Zoom-Lens.html
199,SMC Pentax-M 40-80mm F2.8-4,2,6,8.1,7.8,7.8,0,7.9,8.6,23,"147,123","Fri August 9, 2024",83% of reviewers,$43.88 ,7.48,"The M-series 40-80mm has a unique focal length range among all Pentax zooms. It offers a macro mode at 80mm. User dkpentax has discovered that there are two variants of this lens. The older variant has felt liner at the rear, see the image above. Also, a dedicated metal lens hood was available.",https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-M_40-80.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-40-80mm-F2.8-4-Zoom-Lens.html
200,SMC Pentax-M 75-150mm F4,2,6,8.7,8,8.3,0,8.7,9.4,59,"205,167","Fri July 5, 2024",97% of reviewers,$58.28 ,8.69,The M-series 75-150mm is a compact manual-focus short telephoto zoom.,https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax_M_75-105mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-75-150mm-F4-Zoom-Lens.html
201,SMC Pentax-M 80-200mm F4.5,2,6,8.9,8.2,8.1,0,8.3,9.4,35,"227,459","Fri December 24, 2021",100% of reviewers,$51.59 ,8.7,"This lens succeeded the K 80-200mm; it came in two production versions. Version 1 is a rebadged version of the K counterpart, whereas the second version has a different optical design, and is slightly larger and heavier. The image above and the optical diagram show version 1. Version 1: Version 2:",https://www.pentaxforums.com/lensreviews/data/41/SMC_Pentax-M_80-200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-M-80-200mm-F4.5-Zoom-Lens.html
202,SMC Pentax 15mm F3.5,2,1,7.3,8,8.3,0,6.8,7.3,14,"97,886","Sun September 6, 2020",86% of reviewers,$679.17 ,7.93,"The SMC Pentax 15mm provides the largest rectilinear, full-frame field-of-view ever delivered by a Pentax prime lens. Horizontally, 100 degrees can be captured by this heavy yet relatively compact lens. It features 4 built-in filters since no front filter thread is present. Initially this lens was produced using a slightly lighter optical formula employing an Aspherical Element (AL). This version was quickly taken out of production by Pentax, probably due to cost of manufacturing, and only few of these lenses exist today. The spherical version of this lens came in two optically identical variants, but with different engraved names: SMC PENTAX 1:3.5/15 (early variant) or smc PENTAX 1:3.5 15mm (later variant)",https://www.pentaxforums.com/lensreviews/data/26/Pentax_15_4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-15mm-F3.5-Lens.html
203,SMC Pentax 17mm F4 Fish-Eye,2,1,9.1,8.5,6.8,0,9.1,9.6,21,"103,378","Mon April 19, 2021",100% of reviewers,$255.00 ,9.14,"This interesting lens is exteremely compact and has a 180-degree diagonal field-of-view on a film camera, less on a DSLR. The image fills the frame and is not circular.",https://www.pentaxforums.com/lensreviews/data/26/121776836-O.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-17mm-F4-Fisheye-Lens.html
204,SMC Pentax 18mm F3.5,2,1,7.8,7.5,7.7,0,9.3,8.8,12,"82,026","Sat July 11, 2020",100% of reviewers,$420.56 ,8.75,This extreme-wide-angle lens is compact compared to the 15mm F3.5 and is very rare.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_18mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-18mm-F3.5-Lens.html
205,SMC Pentax 20mm F1.4,2,1,0,0,0,0,0,0,0,"8,682","Sun May 15, 2022",No recommendations,N/A,N/A,"The SMC Pentax 20mm 1:1.4 is an ultra wide-angle lens that was originally exhibited by Asahi at Photokina 1976. At the time, its wide F1.4 aperture made it the fastest 20mm lens of its kind. Despite this, the lens managed to be quite compact with barrel dimensions of just 80mm long x 65mm wide. It is also rumored that despite Asahi's exploration of aspherical lens designs at the time (such as in prototype version of the 15mm F3.5), this 20mm has an optical formula based solely on spherical elements. This 20mm is among the rarest Pentax K-mount lenses in existence, as it was never commercially produced. Only seven prototypes (each slightly different optically) are said to have been produced. An example of one of these prototypesotherwise a fully functional lenssold at auction for $6900 in 2022.",https://www.pentaxforums.com/lensreviews/data/26/IMGP0012.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-20mm-f14.html
206,SMC Pentax 20mm F4,2,1,9.7,9.5,8,0,9.8,9,9,"103,181","Thu February 1, 2024",100% of reviewers,$304.29 ,9.11,"This slow extreme-wide-angle lens also exists as an M version, although different optically. It was later improved to f/2.8 in A and FA variations.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_20mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-20mm-F4-Lens.html
207,SMC Pentax 24mm F2.8,2,1,8.3,8.1,8.1,0,8.9,8.4,34,"242,593","Mon March 6, 2023",97% of reviewers,$134.86 ,8.44,"The SMC Pentax 24mm F2.8 is the faster of the two 24mm K series lenses produced, the other having a max. aperture of just F3.5. While both lenses have 9 elements in 8 groups, their optical construction is different. The K 24mm F2.8 lens was succeeded by the SMC Pentax-A 24mm F2.8 lens with the same optical formula.",https://www.pentaxforums.com/lensreviews/data/26/smc_Pentax_24_2_8_090124_30h.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-24mm-F2.8-Lens.html
208,SMC Pentax 24mm F3.5,2,1,8.6,7.8,8,0,9.2,9.4,8,"81,916","Mon April 8, 2024",100% of reviewers,$170.80 ,8.5,At F3.5 this is Pentax's slowest 24mm prime lens in K-mount. It is based on the M42 screw mount Super-Multi-Coated Takumar 24mm F3.5 lens.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_24mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-24mm-F3.5-Lens.html
209,SMC Pentax 28mm F2,2,2,9.6,9.4,9.4,0,9,8.9,19,"174,943","Fri March 31, 2023",100% of reviewers,$586.54 ,9.68,The fast Pentax K 28mm F2 is a one-of-a-kind lens. Future M and A series 28mm F2 offerings were made much smaller but had a different optical formula.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_28mm_F2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-28mm-F2-Lens.html
210,SMC Pentax 28mm F3.5,2,2,9.4,9.1,8.3,0,9.5,9.6,67,"308,601","Tue September 3, 2024",100% of reviewers,$103.12 ,9.36,The SMC Pentax 28mm F3.5 is the slower of the two K-series 28mm wide-angle lenses.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-28mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-28mm-F3.5-Lens.html
211,SMC Pentax 28mm F3.5 Shift,2,2,8.7,7.8,7.9,0,8.4,8.7,17,"84,520","Sun August 15, 2021",100% of reviewers,$510.63 ,8.88,This large lens allows for the correction of converging lines.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_28mm_Shift_Unshifted.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-28mm-F3.5-Shift-Lens.html
212,SMC Pentax 30mm F2.8,2,2,9.3,9,8.5,0,9.5,9,35,"190,304","Mon August 5, 2024",97% of reviewers,$244.36 ,9.37,The SMC Pentax 30mm F2.8 is the only 30mm prime lens ever produced by Pentax.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_K_30mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-30mm-F2.8-Lens.html
213,SMC Pentax 35mm F2,2,2,9.5,8.4,8.9,0,9,9.2,16,"127,672","Mon May 15, 2023",100% of reviewers,$248.64 ,9.19,"This fast wide-angle lens was later replaced by more compact M, A and FA versions.",https://www.pentaxforums.com/lensreviews/data/26/smc_Pentax_35_2_0_141207_50h_47h.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-35mm-F2-Lens.html
214,SMC Pentax 35mm F3.5,2,2,9.5,8.9,7.7,0,9.7,9.4,41,"217,739","Sun December 19, 2021",98% of reviewers,$111.29 ,9.45,The SMC Pentax 35mm F3.5 is the slower and smaller version of the two K series 35mm lenses. The optical design goes back to that of the Auto-Takumar from 1959!,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_35mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-35mm-F3.5-Lens.html
215,SMC Pentax 50mm F1.2,2,3,9.5,8.6,9.7,0,9.6,9,60,"317,554","Sat August 10, 2024",98% of reviewers,$338.06 ,9.29,The SMC Pentax 50mm F1.2 is the original version of Pentax's fastest SLR lens. It was later replaced by an A counterpart. A special gold-plated version was briefly made together with the Gold LX.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_50mm_F12.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-50mm-F1.2-Lens.html
216,SMC Pentax 50mm F1.4,2,3,9,8.6,9.4,0,9.5,9.1,43,"233,700","Fri March 22, 2024",93% of reviewers,$82.00 ,9.24,This is the first bayonet version of the 50mm F1.4 lens by Pentax.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_K_50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-50mm-F1.4-Lens.html
217,SMC Pentax 50mm F4 Macro,2,3,10,9,9.1,0,9.4,9.6,13,"79,691","Sat March 19, 2022",100% of reviewers,$161.80 ,9.54,"The SMC Pentax 50mm F4 macro lens was succeeded by an M version, and later by faster A, F, FA, and D-FA versions.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_50mm_F4_Macro.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-50mm-F4-Macro-Lens.html
218,SMC Pentax 55mm F1.8,2,3,9.2,8.7,8.8,0,9.4,9.5,78,"322,193","Thu September 12, 2024",97% of reviewers,$51.01 ,9.4,"The SMC Pentax 55mm F1.8 is the faster version of the 55mm Pentax bayonet lens, unique to the K series.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_55mm_F1_8.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-55mm-F1.8-Lens.html
219,SMC Pentax 55mm F2,2,3,8.7,8.6,9.1,0,9.5,9.3,21,"97,689","Sun August 18, 2024",90% of reviewers,$50.18 ,9,This is the cheaper version of the 55mm bayonet lens in the K series. It shares the optical formula and physical dimensions with the F1.8 variant.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_K_55mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-50mm-F2-Lens.html
220,SMC Pentax 85mm F1.8,2,4,9.5,9.3,9.7,0,9.1,9.2,23,"173,490","Sat September 9, 2023",100% of reviewers,$330.76 ,9.59,This is the fastest 85mm lens in the M/K series.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_K_85mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-85mm-F1.8-Lens.html
221,SMC Pentax 85mm F2.2 Soft,2,4,0,0,0,0,0,0,2,"50,222","Fri October 8, 2010",100% of reviewers,$520.00 ,9,"This is the fastest of the three ""soft"" lenses. Optically it is very simple with just two elements and thus much different from a regular 85mm lens.",https://www.pentaxforums.com/lensreviews/data/26/smc_PENTAX_85_2_2_SOFT_100724_08k_wessx.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-85mm-F2.2-Soft-Lens.html
222,SMC Pentax 100mm F4 Bellows,2,4,10,8.5,9.5,0,9.5,10,4,"37,706","Thu January 14, 2021",75% of reviewers,$103.75 ,7,This lens has no focusing ring and is intended for use on a Pentax bellows unit.,https://www.pentaxforums.com/lensreviews/data/26/Pentax_K100mm_Bellows.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-100mm-F4-Bellows-Lens.html
223,SMC Pentax 100mm F4 Macro,2,4,9.5,9,9.5,0,9.8,9.8,8,"69,752","Wed December 18, 2019",100% of reviewers,$126.43 ,9.38,This macro lens has a faster A-series counterpart.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_100mm_f4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-100mm-F4-Macro-Lens.html
224,SMC Pentax 105mm F2.8,2,4,8.9,8.9,9.1,0,9.7,7.7,14,"91,056","Sat July 13, 2024",93% of reviewers,$191.88 ,8.79,The SMC Pentax 105mm F2.8 is the only 105mm prime in bayonet mount to be produced by Pentax.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_105mm_F28.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-105mm-F2.8-Lens.html
225,SMC Pentax 120mm F2.8,2,4,9.8,8.5,9.3,0,9.3,9.3,8,"63,221","Fri May 5, 2023",100% of reviewers,$237.00 ,9.38,This fast lens also has a lighter M version.,https://www.pentaxforums.com/lensreviews/data/26/SMC-Pentax_K_120mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-120mm-F2.8-Lens.html
226,SMC Pentax 135mm F2.5,2,4,9.3,7.9,9.1,0,9,9.2,72,"384,612","Wed June 12, 2024",99% of reviewers,$175.57 ,9.24,"The Pentax 135mm F2.5 is Pentax's second-fastest 135mm lens, weighing in at 500g. It's famed for its excellent image quality.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_135mm_F2_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-135mm-F2.5-Lens.html
227,SMC Pentax 135mm F3.5,2,4,9.4,8.6,8.8,0,9,9.4,13,"117,561","Sun April 18, 2021",100% of reviewers,$96.41 ,8.85,"The SMC Pentax ""K"" 135mm F3.5 is a first-generation manual telephoto prime lens with the Pentax K bayonet mount. It was succeeded by the more compact SMC-Pentax M 135mm F3.5",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_135mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-135mm-F3.5-Lens.html
228,SMC Pentax 150mm F4,2,4,10,8.5,9,0,9,10,3,"38,710","Fri March 22, 2019",100% of reviewers,$111.67 ,9.33,This lens has a relatively slow maximum aperture and was therefore succeeded by a smaller M version featuring F3.5.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_150mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-150mm-F4-Lens.html
229,SMC Pentax 200mm F2.5,2,4,9.2,7.4,9.6,0,8.2,8.9,31,"145,211","Fri August 30, 2024",90% of reviewers,$330.58 ,8.87,"This is the fastest Pentax 200mm lens ever produced. It has a longer minimum focusing distance and is slightly heavier than the A * 200mm lens that it resembles. Thanks to its fast opening (F2.5) and eight diaphragm bales, this lens produces not only a shallow depth of field wide open, but also a smooth bokeh.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_200mm_F25.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-200mm-F2.5-Lens.html
230,SMC Pentax 200mm F4,2,4,9.3,8.6,8.5,0,8.9,9.5,20,"133,300","Fri February 5, 2021",100% of reviewers,$88.50 ,9.3,"This lens was introduced in 1975 and later, in 1977, replaced with a smaller M-series version.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-200mm-F4-Lens.html
231,SMC Pentax 300mm F4,2,4,8.5,6.3,8.1,0,7.7,9,35,"177,484","Fri April 7, 2023",94% of reviewers,$201.91 ,7.74,This original K-Mount 300mm lens is much heavier than its M* counterpart which was introduced later.,https://www.pentaxforums.com/lensreviews/data/26/smc_Pentax_300mmF4_130210_47s_waessxh800.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-300mm-F4-Lens.html
232,SMC Pentax 400mm F5.6,2,5,9,7.3,9,0,8.3,9.7,7,"57,647","Thu February 18, 2016",100% of reviewers,$357.43 ,8.86,This extreme-telephoto lens also comes in a slightly lighter M version with automatic diaphragm.,https://www.pentaxforums.com/lensreviews/data/26/IMGP8180.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-400mm-F5.6-Lens.html
233,SMC Pentax 500mm F4.5,2,5,8.7,5.9,8.2,0,6.1,8.1,15,"109,754","Sun July 14, 2024",87% of reviewers,$578.93 ,7.64,This focal length is unique to the K series. It is based on the screw mount Takumar 500mm F4.5 lens.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_K_500mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-500mm-F4.5-Lens.html
234,SMC Pentax 1000mm F8,2,5,0,0,0,0,0,0,2,"49,827","Tue May 18, 2010",100% of reviewers,"$1,300.00 ",8,This heavy extreme-telephoto lens achieves very fast aperture for its focal length. The 52mm filter is attached inside the detachable mount.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_1000mm_F8.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-1000mm-F8-Lens.html
235,SMC Pentax Reflex 1000mm F11,2,5,8.5,6.5,5.5,0,7,8.5,6,"48,407","Tue July 4, 2023",100% of reviewers,"$1,116.00 ",8.67,"The SMC Pentax Reflex 1000mm F11 is much shorter than the 1000mm F8, as it employs mirror elements at the cost of slower and fixed aperture.",https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax_Reflex_1000mm_F11.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-1000mm-F11-Reflex-Lens.html
236,SMC Pentax Reflex 2000mm F13.5,2,5,0,0,0,0,0,0,1,"35,366","Tue May 13, 2008",100% of reviewers,N/A,8,The SMC Pentax Reflex 2000mm F13.5 has the longest focal length ever produced by Pentax. It is a mirror lens with fixed aperture and features built-in filters. It was later succeeded by an M-series counterpart which did not differ functionally.,https://www.pentaxforums.com/lensreviews/data/26/SMC_Pentax-K_2000mm_Mirror_Reflex.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-2000mm-F13.5-Reflex-Lens.html
237,SMC Pentax 28-50mm F3.5-4.5,2,6,0,0,0,0,0,0,1,"34,854","Mon April 30, 2012",100% of reviewers,$80.00 ,7,This is the only non-mirror lens of the K series to have varying aperture.,https://www.pentaxforums.com/lensreviews/data/40/SMC_Pentax-K_28-50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-28-50mm-F3.5-4.5-Zoom-Lens.html
238,SMC Pentax 45-125mm F4,2,6,8.5,7.5,8.1,0,8,8.7,16,"77,976","Sun May 19, 2019",94% of reviewers,$73.75 ,8.25,This popular zoom lens has a focal range which is unique to the K series.,https://www.pentaxforums.com/lensreviews/data/40/smc_Pentax_45-125mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-45-125mm-F4-Zoom-Lens.html
239,SMC Pentax 80-200mm F4.5,2,6,8,7,7,0,6,8,6,"37,641","Sun July 8, 2012",100% of reviewers,$75.00 ,7.8,The SMC Pentax K 80-200mm is a manual telephoto zoom lens with a constant aperture of F4.5. It was later re-issued as an smc Pentax-M lens.,https://www.pentaxforums.com/lensreviews/data/40/SMC_Pentax-K_80-200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-80-200mm-F4.5-Zoom-Lens.html
240,SMC Pentax 85-210mm F3.5,2,6,8.4,7.5,8,0,6,6.6,10,"47,061","Thu June 27, 2024",80% of reviewers,$238.83 ,7.9,This is the faster version of a 85-210mm Pentax K zoom. This lens came with a close-up lens (ATTACHMENT LENS 1:3.5/85-210mm) that allows for focusing down to 190 cm. The close-up lens is neatly stored in a top compartment in the dedicated lens case.,https://www.pentaxforums.com/lensreviews/data/40/SMC_Pentax-K_85-210mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-85-210mm-F3.5-Zoom-Lens.html
241,SMC Pentax 85-210mm F4.5,2,6,0,0,0,0,0,0,2,"31,085","Sun October 30, 2011",50% of reviewers,$69.50 ,6,This is the slower version of this zoom range K-series zoom.,https://www.pentaxforums.com/lensreviews/data/40/SMC_Pentax-K_85-210mm_F45.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-85-210mm-F4.5-Zoom-Lens.html
242,SMC Pentax 135-600mm F6.7,2,6,9,7,9,0,7,8.5,2,"40,592","Wed April 29, 2015",100% of reviewers,$490.00 ,8,"For such a large zoom range, this lens's fixed aperture is impressive.",https://www.pentaxforums.com/lensreviews/data/40/SMC-Pentax_135-600mm_F67.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-135-600mm-F6.3-Zoom-Lens.html
243,SMC Pentax 400-600mm Reflex,2,6,9.2,8.5,6.7,0,9,8.5,10,"63,134","Fri August 9, 2024",100% of reviewers,$354.29 ,8.4,This extreme-telephoto zoom is compact at the expense of speed. The aperture cannot be adjusted but varies when zooming. The front filter diameter is 67mm. A filter thread at the rear accepts 40.5mm filters.,https://www.pentaxforums.com/lensreviews/data/40/SMC_Pentax_K_Reflex_400-600mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-K-400-600mm-F8-12-Reflex-Zoom-Lens.html
244,Takumar-A 28mm F2.8,3,2,8.5,8.8,7.8,0,8.8,9.8,7,"97,946","Mon September 14, 2020",100% of reviewers,$48.67 ,8.43,"This manual focus, non-SMC lens (no super-multi-coating of the lens elements) supports automatic aperture (Tv, P) modes in addition to Av and M. Apart from the coating, the optical formula is that of the smc PENTAX-A 28mm f/2.8. This lens was also marketed as COSMICAR-A 28mm 1:2.8, MC AUTO CPC Phase 2 28mm 1:2.8, and MC AUTO CPC Phase 2 28mm MACRO 1:2.8, the latter presumably with a closer smallest focusing distance than the 30 cm of the other versions. Technical data are unfortunately not readily available for these variants.",https://www.pentaxforums.com/lensreviews/data/46/Takumar-A_28_2_8_aux2PF.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-A-28mm-F2.8-Lens.html
245,Takumar 28mm F2.8 Bayonet,3,2,7.6,7.8,6.8,0,7.7,8.5,10,"55,470","Fri September 25, 2020",100% of reviewers,$37.75 ,7.8,"This lens has no super multi coating of the lens elements but is otherwise optically identical to the second version of the smc PENTAX-M 28mm f/2.8 lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes are not supported).",https://www.pentaxforums.com/lensreviews/data/46/Pentax_Takumar_Bayonet_28mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-28mm-F2.8-Bayonet-Lens.html
246,Takumar 135mm F2.5 Bayonet,3,4,8.8,7.4,8.8,0,8.8,9.5,70,"276,924","Sat April 1, 2023",91% of reviewers,$53.86 ,8.2,"This is a a budget lens; it is slightly faster than the non-SMC 135mm F2.8 telephoto lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes), only Av and M exposure modes can be used.",https://www.pentaxforums.com/lensreviews/data/46/Pentax_Takumar-M_135mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-Takumar-135mm-F2.5-Bayonet-Lens.html
